PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000073700 uM,Activity at 0.0000311978 uM,Activity at 0.0000755538 uM,Activity at 0.0001700784 uM,Activity at 0.0003537877 uM,Activity at 0.0007609388 uM,Activity at 0.00133 uM,Activity at 0.00267 uM,Activity at 0.00634 uM,Activity at 0.00855 uM,Activity at 0.017 uM,Activity at 0.041 uM,Activity at 0.071 uM,Activity at 0.179 uM,Activity at 0.354 uM,Activity at 0.663 uM,Activity at 1.576 uM,Activity at 1.933 uM,Activity at 5.110 uM,Activity at 9.286 uM,Activity at 17.35 uM,Activity at 44.46 uM,Activity at 93.38 uM,Activity at 162.7 uM,Compound QC
9482,363680474,9550710,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386867-04/220904536,,Inactive,,,,0,,-4.9362,1.1,0.592,-8.1884,3.5,4,0 0 0 0 0 0 0,-5.9904,,,,,,,,0,,,3.9915,,9.0771,,0,,,2.6423,,-1.4533,,-5.9904,,,QC'd by Glixx
9483,363680475,776924,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386869-01/220902902,,Inactive,,,,0,,-4.4862,4.9549,0.905,-22.6676,1.5,4,0 0 0 0 0 0 0,-18.8897,,,,,,,,0,,,2.2109,,0,,0,,,0,,6.7371,,-18.8897,,,QC'd by Evotec
9484,363680476,65389180,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386871-03/220904946,,Inhibitor,18.3564,69.922,,10,Single point of activity,-4.7362,4.4495,0.9933,-67.5027,2.4192,-3,0 0 0 0 0 0 0,-66.2305,,,,,,,,5.3845,,,4.9964,,1.1219,,0.4065,,,0,,-0.8744,,-66.2305,,,QC'd by Glixx
9485,363680477,53377439,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386873-01/220903368,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,0,,0,,2.5917,,,0,,2.3213,,0,,,QC'd by Evotec
9486,363680478,23602075,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386875-01/220903431,,Inactive,,,,0,,-4.6362,2.6384,0.8067,-20.3595,2,4,0 0 0 0 0 0 0,-17.3829,,,,,,,,0,,,0,,9.7101,,0,,,0,,0.3549,,-17.3829,,,QC'd by Evotec
9487,363680479,2769229,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386883-01/220902789,,Inactive,,,,0,,-5.1862,1.5095,0.783,-2.2291,5.5,4,0 0 0 0 0 0 0,-1.8576,,,,,,,,3.6839,,,4.883,,5.1854,,8.5787,,,3.6816,,0.861,,-1.8576,,,QC'd by Evotec
9488,363680480,1090779,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386884-01/220902999,,Inactive,,,,0,,,,,0,0,4,,9.8137,,,,,,,,0,,,4.9253,,0,,6.345,,,0,,0,,9.8137,,,QC'd by Evotec
9489,363680481,16190867,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386885-01/220903160,,Inhibitor,25.929,95.479,,10,Partial curve; high efficacy; poor fit,-4.5862,2.1876,0.9253,-102.1167,-6.6377,-2.3,0 0 0 1 0 0 0,-81.045,,,,,,,,5.3322,,,-3.9464,,-8.7312,,-81.2498,,,-21.1152,,-14.5032,,-81.045,,,QC'd by Evotec
9490,363680482,1612038,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386886-01/220902869,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,1.9132,,,8.2856,,0,,0,,,8.8201,,0.7766,,0,,,QC'd by Evotec
9491,363680483,3342390,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386887-01/220903185,,Inactive,,,,0,,-4.6362,2.0937,0.8617,-29.9998,0,4,0 0 0 0 0 0 0,-24.1665,,,,,,,,4.9996,,,1.4756,,0.9781,,-0.2659,,,-7.2241,,-3.2557,,-24.1665,,,QC'd by Evotec
9492,363680484,5236771,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386888-01/220903321,,Inactive,,,,0,,,,,0,0,4,,7.8165,,,,,,,,1.3834,,,0,,0,,8.5897,,,0,,0,,7.8165,,,QC'd by Evotec
9493,363680485,53382546,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386889-01/220902831,,Inactive,,,,0,,-6.5362,4.4495,0.7886,-8.3825,-0.5,4,0 0 0 0 0 0 1,3.8274,,,,,,,,0.1009,,,-4.2082,,2.1072,,-6.1638,,,-9.0688,,-8.1065,,3.8274,,,QC'd by Evotec
9494,363680486,49842897,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386890-01/220903284,,Inactive,,,,0,,-4.4862,4.9549,0.4818,11,1.4789,4,0 0 0 0 0 0 0,9.7083,,,,,,,,6.4182,,,0,,0,,4.8468,,,-3.351,,0,,9.7083,,,QC'd by Evotec
9495,363680487,1167615,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386891-01/220903025,,Inactive,,,,0,,,,,0,0,4,,1.51,,,,,,,,8.4784,,,0,,1.4593,,5.0613,,,8.9413,,0.0434,,1.51,,,QC'd by Evotec
9496,363680488,50904134,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386893-01/220903472,,Inactive,,,,0,,,,,0,0,4,,-1.8907,,,,,,,,0,,,0,,0.5827,,3.5167,,,6.0344,,2.5583,,-1.8907,,,QC'd by Evotec
9497,363680489,7694069,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386896-01/220903417,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,0,,0,,0,,,0,,3.8371,,0,,,QC'd by Evotec
9498,363680490,25105704,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386898-01/220903788,,Inactive,,,,0,,-4.4362,4.5045,0.3198,-4.934,4.5,4,0 0 0 0 0 0 0,-2.445,,,,,,,,0,,,2.7575,,9.7767,,0,,,8.2384,,5.365,,-2.445,,,QC'd by Evotec
9499,363680491,56639529,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386899-01/220904524,,Inactive,,,,0,,-4.4862,4.9549,0.5963,-8.2241,5.5,4,0 0 0 0 0 0 0,-6.0201,,,,,,,,5.32,,,7.9212,,0,,8.6637,,,1.6076,,9.5077,,-6.0201,,,QC'd by Evotec
9500,363680492,2557019,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386903-01/220902807,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0.1131,,,0,,0,,0.655,,,0,,0,,0,,,QC'd by Evotec
9501,363680493,49800087,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386905-01/220903514,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,4.0995,,,1.1192,,0,,6.4876,,,0.3283,,0,,0,,,QC'd by Evotec
9502,363680494,70789094,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386906-01/220903497,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,2.0673,,7.6306,,0,,,0,,0,,0,,,QC'd by Evotec
9503,363680495,53301904,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386907-01/220902832,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,1.559,,,0,,2.6702,,4.8945,,,3.4663,,0,,0,,,QC'd by Evotec
9504,363680496,70680248,Active,41,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386908-01/220903132,,Inhibitor,12.9953,72.1806,,41,Partial curve; partial efficacy,-4.8862,1.8851,0.9847,-72.1453,0.0352,-2.2,0 0 0 0 0 0 0,-65.6404,,,,,,,,4.0072,,,-3.854,,-1.4879,,-2.7699,,,2.2497,,-25.8128,,-65.6404,,,QC'd by Evotec
9505,363680497,46785920,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386909-03/220903470,,Inactive,,,,0,,,,,0,0,4,,4.1398,,,,,,,,0,,,9.5025,,-1.7911,,0.6571,,,4.0945,,0,,4.1398,,,QC'd by MedChem Express
9506,363680498,54752951,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386910-01/220903407,,Inactive,,,,0,,-6.2862,1.9673,0.8139,-17.3727,3.5,4,0 0 0 0 0 0 0,-24.4772,,,,,,,,1.8566,,,0.9453,,7.049,,-4.5,,,-15.4507,,-9.639,,-24.4772,,,QC'd by Evotec
9507,363680499,46172919,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386912-01/220903399,,Inhibitor,29.0929,89.7608,,10,Single point of activity,-4.5362,4.9549,0.9782,-87.1894,2.5714,-3,0 0 0 0 0 0 0,-78.6749,,,,,,,,0,,,-2.9685,,3.425,,6.7375,,,-1.0143,,9.8973,,-78.6749,,,QC'd by Evotec
9508,363680500,16193817,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386913-02/220904639,,Inactive,,,,0,,-4.5862,2.6384,0.9419,-23.8411,1.5,4,0 0 0 0 0 0 0,-19.4509,,,,,,,,0,,,2.9522,,5.2806,,0,,,0,,0,,-19.4509,,,QC'd by Tocris
9509,363680501,42288156,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386914-01/220902836,,Inhibitor,11.5821,40.2434,,21,Partial curve; partial efficacy,-4.9362,0.8,0.9263,-38.2434,2,-2.2,0 0 0 0 0 0 0,-30.2028,,,,,,,,0.1208,,,3.7663,,2.0111,,2.1763,,,-11.0809,,-12.0559,,-30.2028,,,QC'd by Evotec
9510,363680502,45115620,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386915-01/220903314,,Inactive,,,,0,,-5.9862,4.9549,0.3721,-2.5212,1.5,4,0 0 0 0 0 0 0,-5.0176,,,,,,,,0,,,-2.795,,4.0932,,5.4116,,,-3.1162,,0,,-5.0176,,,QC'd by Evotec
9511,363680503,46943339,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386916-01/220903426,,Inactive,,,,0,,-6.5862,4.9549,0.5665,-1.0803,6,4,0 0 0 0 0 0 0,-2.5669,,,,,,,,8.795,,,0,,9.3749,,0,,,0,,0,,-2.5669,,,QC'd by Evotec
9512,363680504,46897844,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386917-01/220903487,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,6.8666,,,0,,0.6821,,0,,,0,,-2.7573,,0,,,QC'd by Evotec
9513,363680505,44246498,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386918-02/220903375,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0.5709,,,0,,1.1181,,0,,,0.626,,0,,0,,,QC'd by Tocris
9514,363680506,53338799,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386919-01/220903477,,Inactive,,,,0,,,,,0,0,4,,2.7044,,,,,,,,5.4488,,,0,,0,,0,,,1.7653,,0.9919,,2.7044,,,QC'd by Evotec
9515,363680507,1434953,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386920-03/220903658,,Inactive,,,,0,,-4.6862,1.1705,0.945,-19.3848,6,4,0 0 0 0 0 0 0,-12.8207,,,,,,,,3.6208,,,8.6859,,5.8725,,6.7761,,,3.0812,,-0.2894,,-12.8207,,,QC'd by Glixx
9516,363680508,23612552,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386924-03/220904538,,Inactive,,,,0,,-6.6362,4.9549,0.6064,4,-4.5359,4,0 0 0 0 0 0 1,-8.3733,,,,,,,,-1.6063,,,-1.672,,-10.8633,,3.203,,,1.5407,,5.9147,,-8.3733,,,QC'd by Glixx
9517,363680509,60202221,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386925-01/220903946,,Inhibitor,18.3564,38.2468,,10,Partial curve; partial efficacy; poor fit,-4.7362,2.2526,0.8884,-41.7468,-3.5,-2.4,0 0 0 0 0 0 0,-37.687,,,,,,,,-9.9096,,,-1.1054,,-9.27,,1.0443,,,0.7527,,-10.402,,-37.687,,,QC'd by Evotec
9518,363680510,45100431,Active,90,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386926-01/223518995,,Inhibitor,0.1636,91.7667,,90,Complete curve; high efficacy,-6.7862,4.9549,0.9988,-90.693,1.0737,-1.1,0 0 0 0 0 0 0,-88.9531,,,,,,,,0.9577,,,0,,0,,-90.7389,,,-93.3056,,-88.9266,,-88.9531,,,QC'd by Evotec
9519,363680511,50919367,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386927-01/220903302,,Inactive,,,,0,,,,,0,0,4,,8.678,,,,,,,,3.4495,,,-0.9288,,6.3828,,6.3836,,,4.1712,,0.8535,,8.678,,,QC'd by Evotec
9520,363680512,53364507,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386928-01/220902698,,Inhibitor,9.2,49.6953,,21,Partial curve; partial efficacy,-5.0362,1.8617,0.9232,-47.4191,2.2762,-2.2,0 0 0 0 0 0 0,-44.889,,,,,,,,-3.394,,,9.5874,,-5.0772,,7.7313,,,-0.6359,,-23.3213,,-44.889,,,QC'd by Evotec
9521,363680513,26873419,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386929-02/220903640,,Inactive,,,,0,,,,,0,0,4,,-2.95,,,,,,,,-2.6161,,,-1.0802,,0,,2.5527,,,3.0644,,4.3813,,-2.95,,,QC'd by Glixx
9522,363680514,53382523,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386930-01/220903297,,Inactive,,,,0,,,,,0,0,4,,-3.448,,,,,,,,-1.329,,,-3.9552,,-5.9771,,-6.3162,,,-7.8072,,-10.1108,,-3.448,,,QC'd by Evotec
9523,363680515,4727493,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386931-01/220902992,,Inactive,,,,0,,,,,0,0,4,,2.6866,,,,,,,,0,,,1.3204,,0,,5.7727,,,0,,0,,2.6866,,,QC'd by Evotec
9524,363680516,60156214,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386932-01/220902755,,Inhibitor,20.5962,93.3621,,10,Single point of activity,-4.6862,4.045,0.992,-89.6061,3.756,-3,0 0 0 0 0 0 0,-86.3257,,,,,,,,4.1436,,,0,,5.727,,8.5545,,,0,,0.089,,-86.3257,,,QC'd by Evotec
9525,363680517,57525036,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386933-01/220903121,,Inactive,,,,0,,,,,0,0,4,,4.1864,,,,,,,,0,,,0,,0,,0,,,0,,0,,4.1864,,,QC'd by Evotec
9526,363680518,56840728,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386934-01/220902922,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,3.9904,,,0.7631,,0,,0,,,0,,0,,0,,,QC'd by Evotec
9527,363680519,9846928,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386945-01/220904593,,Inactive,,,,0,,-4.4862,4.9549,0.7192,-11.4802,1,4,0 0 0 0 0 0 0,-9.5669,,,,,,,,-0.0889,,,4.0364,,4.5607,,-1.2511,,,-2.1601,,1.6708,,-9.5669,,,QC'd by Axon Medchem
9528,363680520,46854655,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386948-01/220904689,,Inactive,,,,0,,-4.4862,4.9549,0.796,-18.0904,3.5,4,0 0 0 0 0 0 0,-14.6587,,,,,,,,6.3657,,,0,,0,,0,,,7.0188,,7.3099,,-14.6587,,,QC'd by Axon Medchem
9529,363680521,16119086,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386988-01/220903823,,Inactive,,,,0,,,,,0,0,4,,3.8442,,,,,,,,0,,,0,,0.3023,,3.5396,,,1.3696,,0,,3.8442,,,QC'd by Axon Medchem
9530,363680522,42548,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386990-01/220903653,,Inactive,,,,0,,-4.4362,4.9549,0.4622,-7.1304,2,4,0 0 0 0 0 0 0,-5.1087,,,,,,,,4.0195,,,0,,-1.9696,,0,,,2.3057,,6.5291,,-5.1087,,,QC'd by Axon Medchem
9531,363680523,56964907,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386992-01/220902873,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,3.4557,,,0,,0,,0,,,0,,0,,0,,,QC'd by Axon Medchem
9532,363680524,46228957,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387022-02/220903861,,Inhibitor,29.0929,78.3935,,10,Single point of activity,-4.5362,4.9549,0.9855,-80.4138,-2.0203,-3,0 0 0 0 0 0 0,-73.17,,,,,,,,-1.4465,,,-2.144,,-8.6452,,-1.3445,,,-1.4351,,2.0334,,-73.17,,,QC'd by ChemieTek
9533,363680525,9934283,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387023-01/223518993,,Inhibitor,20.5962,92.9003,,10,Single point of activity,-4.6862,4.5045,0.9875,-92.1459,0.7544,-3,0 0 0 0 0 0 0,-89.8108,,,,,,,,7.6451,,,-0.6619,,3.1694,,-2.0489,,,-4.284,,-1.5947,,-89.8108,,,QC'd by SynKinase
9534,363680526,15980598,Active,43,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387026-01/220903988,,Inhibitor,8.1995,103.4904,,43,Partial curve; high efficacy,-5.0862,2.1211,0.9989,-93.7593,9.7311,-2.1,0 0 0 0 0 0 0,-92.4648,,,,,,,,8.7065,,,8.8662,,9.7559,,9.9673,,,6.4394,,-45.9763,,-92.4648,,,QC'd by SynKinase
9535,363680527,91895223,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387032-01/220904624,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,4.5173,,,0,,0,,5.9136,,,4.4999,,0,,0,,,QC'd by SynKinase
9536,363680528,25203958,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387034-01/220903713,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,6.5289,,,0,,0,,0,,,6.2381,,5.2695,,0,,,QC'd by SynKinase
9537,363680529,44203948,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00387035-01/223519500,,Inhibitor,3.6626,37.8098,,10,Complete curve; partial efficacy; poor fit,-5.4362,4.9549,0.8013,-42.4697,-4.6598,-1.4,0 0 0 0 0 0 0,-38.0902,,,,,,,,4.8672,,,-22.6939,,-3.9622,,1.2412,,,-4.6101,,-46.7312,,-38.0902,,,QC'd by SynKinase
9538,363680530,46866705,Active,91,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387037-01/223519382,,Inhibitor,0.1158,90.1878,,91,Complete curve; high efficacy,-6.9362,1.6266,0.993,-88.0829,2.1049,-1.1,0 0 0 0 0 0 0,-92.3301,,,,,,,,0,,,1.6213,,-28.162,,-76.4256,,,-80.5098,,-88.9814,,-92.3301,,,QC'd by SynKinase
9539,363680531,49839561,Active,41,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387038-01/223519482,,Inhibitor,20.5962,116.0116,,41,Partial curve; high efficacy,-4.6862,1.8579,0.9923,-113.4654,2.5462,-2.1,0 0 0 0 0 0 0,-92.7005,,,,,,,,9.1477,,,0.5707,,0,,1.8809,,,0,,-17.3066,,-92.7005,,,QC'd by SynKinase
9540,363680532,51001932,Inconclusive,21,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387039-02/223519446,,Inhibitor,14.581,64.139,,21,Partial curve; partial efficacy,-4.8362,1.01,0.9622,-61.6498,2.4892,-2.2,0 0 0 0 0 0 0,-47.0832,,,,,,,,0,,,0.2247,,3.3341,,8.0248,,,-8.7157,,-20.5692,,-47.0832,,,QC'd by MedChem Express
9541,363680533,53354074,Active,41,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387040-01/220904275,,Inhibitor,20.5962,119.2692,,41,Partial curve; high efficacy,-4.6862,1.8079,0.9935,-118.2644,1.0048,-2.1,0 0 0 0 0 0 0,-95.6831,,,,,,,,4.7978,,,0.9415,,1.5035,,2.6863,,,-6.2476,,-21.4267,,-95.6831,,,QC'd by SynKinase
9542,363680534,72737552,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p5-KB-3-1-kinase/NCGC00387041-01/223519383,,Inhibitor,12.9953,86.6707,,42,Partial curve; partial efficacy,-4.8862,1.8851,0.9934,-86.0325,0.6382,-2.2,0 0 0 0 0 0 0,-78.8125,,,,,,,,-3.1026,,,-0.713,,4.8055,,1.181,,,0,,-29.7358,,-78.8125,,,QC'd by SynKinase
9543,363680535,3298213,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387053-01/220904800,,Inactive,,,,0,,-5.3362,4.9549,0.8232,-9.967,3.5,4,0 0 0 0 0 0 0,-9.9725,,,,,,,,-0.4448,,,8.2483,,0,,5.589,,,3.913,,-9.8817,,-9.9725,,,QC'd by Tocris
9544,363680536,44396853,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387054-01/220902801,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,0,,0,,0.5393,,,8.547,,0,,0,,,QC'd by Tocris
9545,363680537,9841596,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387082-01/220903330,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,3.2649,,,0,,8.2813,,8.1734,,,3.7484,,0,,0,,,QC'd by Tocris
9546,363680538,11624601,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387087-01/220903347,,Inactive,,,,0,,,,,0,0,4,,7.1459,,,,,,,,1.081,,,4.1934,,0,,0,,,8.0165,,0,,7.1459,,,QC'd by Tocris
9547,363680539,9842609,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387088-01/220903537,,Inactive,,,,0,,-7.4862,4.9549,0.4942,-5.1703,5,4,0 0 0 0 0 0 1,2.2479,,,,,,,,0,,,9.8759,,-10.9752,,0,,,-1.516,,-7.7089,,2.2479,,,QC'd by Tocris
9548,363680540,23661637,Active,43,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387092-02/220904483,,Inhibitor,3.9882,76.615,,43,Partial curve; partial efficacy,-5.3992,2.4064,0.9991,-76.1818,0.4332,-2.2,0 0 0 0 0 0 0,-75.6685,,,,,,,0,,,0,,0,,0,,0,,,-43.5296,,-75.6685,,,,QC'd by Adooq
9549,363680541,18003010,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387098-01/220903386,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,1.9733,,,9.7261,,0,,6.9144,,,4.3474,,0,,0,,,QC'd by Tocris
9550,363680542,9909190,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387103-01/220904784,,Inactive,,,,0,,,,,0,0,4,,3.783,,,,,,,,-5.0166,,,0,,3.7134,,0.3673,,,1.3858,,4.9313,,3.783,,,QC'd by Tocris
9551,363680543,10296561,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387110-02/220904225,,Inactive,,,,0,,-4.6362,1.4781,0.52,-10.5211,2.5,4,1 0 0 0 0 0 0,-7.1009,,,,,,,,-87.3877,,,0,,0.2309,,9.8289,,,0,,0,,-7.1009,,,QC'd by MedChem Express
9552,363680544,9815610,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387126-01/220903709,,Inactive,,,,0,,-7.0862,2.4064,0.5438,2,-4.1825,4,0 0 0 0 0 0 1,-3.2982,,,,,,,,-4.7354,,,-3.6631,,-2.0923,,6.7112,,,-2.2816,,2.2648,,-3.2982,,,QC'd by Tocris
9553,363680545,127928,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387127-01/220904143,,Inactive,,,,0,,-6.9862,2.2526,0.592,0.1963,7.5,4,0 0 0 0 0 0 0,-4.4198,,,,,,,,5.6276,,,9.3315,,4.9677,,0.8986,,,0,,4.8704,,-4.4198,,,QC'd by Tocris
9554,363680546,11805896,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387128-01/220904163,,Inactive,,,,0,,,,,0,0,4,,5.0875,,,,,,,,6.9152,,,7.9155,,7.9999,,0,,,3.335,,0.1155,,5.0875,,,QC'd by Tocris
9555,363680547,17754557,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00387131-01/220903616,,Inhibitor,8.1995,73.2156,,42,Partial curve; partial efficacy,-5.0862,2.3332,0.9855,-69.0623,4.1533,-2.2,0 0 0 0 0 0 0,-67.1873,,,,,,,,6.5055,,,0,,9.7464,,0,,,2.6529,,-38.9309,,-67.1873,,,QC'd by Tocris
