PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000457000 uM,Activity at 0.0001972026 uM,Activity at 0.0003839484 uM,Activity at 0.0008898812 uM,Activity at 0.00155 uM,Activity at 0.00213 uM,Activity at 0.00547 uM,Activity at 0.00919 uM,Activity at 0.017 uM,Activity at 0.027 uM,Activity at 0.052 uM,Activity at 0.092 uM,Activity at 0.191 uM,Activity at 0.436 uM,Activity at 0.684 uM,Activity at 1.305 uM,Activity at 2.310 uM,Activity at 4.906 uM,Activity at 10.69 uM,Activity at 15.09 uM,Activity at 33.08 uM,Activity at 57.10 uM,Activity at 112.0 uM,Activity at 226.8 uM,Activity at 254.9 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
4843,363680875,135409468,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390290-01/222279695,,Activator,28.1838,104.1305,0,Partial curve; partial efficacy,-4.55,1.5936,0.9834,121.3744,17.244,2.2,0 0 0 0 0 0,96.3289,,,,,,,,,15.7365,,,14.8166,,13.8892,,,26.9938,,36.2366,,,96.3289,,,,QC'd by Adooq
4844,363680876,21336308,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390340-01/222280812,,Inactive,,,0,,-5.45,1.2938,0.7985,20.5,4,4,0 0 0 0 0 0,20.5277,,,,,,,,,10.1727,,,0,,4.6213,,,10.9626,,16.6238,,,20.5277,,,,QC'd by Bio Vision
4845,363680877,67204142,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390346-01/222280578,,Inactive,,,0,,-5.95,4.9549,0.9622,0,16,4,0 0 0 0 0 0,0,,,,,,,,,18.2566,,,12.9592,,16.3171,,,0,,0,,,0,,,,QC'd by Bio Vision
4846,363680878,78161639,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390351-01/222281041,,Inactive,,,0,,-4.75,3.0654,0.6096,14.5,-3.7868,4,0 0 0 0 0 0,13.8737,,,,,,,,,0,,,0,,0,,,-14.4057,,0,,,13.8737,,,,QC'd by Bio Vision
4847,363680879,66890843,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390359-01/222280441,,Inactive,,,0,,-5,4.4495,0.8998,-24.9674,0.5,4,0 0 0 0 0 0,-24.5562,,,,,,,,,5.4658,,,1.6032,,-5.983,,,1.6216,,-16.0424,,,-24.5562,,,,QC'd by Bio Vision
4848,363680880,9829015,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390361-01/222280752,,Activator,8.9125,32.9878,0,Complete curve; partial efficacy,-5.05,4.9549,0.9794,35.4878,2.5,1.2,0 0 0 0 0 0,35.4039,,,,,,,,,5.5704,,,0,,4.05,,,0,,27.8171,,,35.4039,,,,QC'd by Bio Vision
4849,363680881,46926609,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390366-01/222280354,,Activator,19.9526,263.3319,0,Partial curve; high efficacy,-4.7,1.6825,0.9939,267.9356,4.6037,2.1,0 0 0 0 0 0,230.1852,,,,,,,,,18.6056,,,0,,0,,,9.1345,,78.6971,,,230.1852,,,,QC'd by Bio Vision
4850,363680883,20880974,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390377-01/222281475,,Inactive,,,0,,-6.1,4.9549,0.3726,-9.3949,0,4,0 0 0 0 0 1,0,,,,,,,,,0,,,0,,0,,,-19.0791,,0,,,0,,,,QC'd by Bio Vision
4851,363680884,20862352,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390381-01/222281484,,Inactive,,,0,,-5,4.9549,0.948,23,7.5,4,1 0 0 0 0 1,0,,,,,,,,,32.7147,,,6.4876,,9.137,,,6.7484,,17.6045,,,0,,,,QC'd by Bio Vision
4852,363680885,115127,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390385-01/222279539,,Inactive,,,0,,-4.35,4.9549,0.5473,2,18.5,4,0 0 0 0 0 0,5.6512,,,,,,,,,13.021,,,16.1578,,21.471,,,15.1743,,25.997,,,5.6512,,,,QC'd by Bio Vision
4853,363680886,49871817,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390390-01/222280509,,Inactive,,,0,,-4.95,4.4495,0.7242,-23.807,10.9186,4,0 0 0 0 0 0,-23.5553,,,,,,,,,14.1169,,,0,,3.4532,,,25.6312,,-7.8048,,,-23.5553,,,,QC'd by Bio Vision
4854,363680887,409823,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390402-02/222279798,,Activator,28.1838,158.4876,0,Partial curve; high efficacy,-4.55,1.5386,0.999,182.0135,23.5258,2.1,0 0 0 0 0 0,142.4205,,,,,,,,,22.0902,,,21.7754,,24.246,,,29.0564,,54.2948,,,142.4205,,,,QC'd by SynKinase
4855,363680888,124202167,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390406-01/222281672,,Inactive,,,0,,,,,0,0,4,,-4.3328,,,,,,,0,,0,,,0,,0,,,-2.583,,-4.3328,,,,,,,QC'd by Bio Vision
4856,363680890,17528991,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390409-01/222281574,,Inactive,,,0,,,,,0,0,4,,12.3839,,,,,,,,,32.1572,,,6.1968,,27.8196,,,0,,23.9649,,,12.3839,,,,QC'd by Bio Vision
4857,363680891,9549304,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390411-01/222281491,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,12.3512,,,0,,29.6472,,,10.1187,,13.0704,,,0,,,,QC'd by Bio Vision
4858,363680892,16110753,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390412-01/222281029,,Inactive,,,0,,-5.7,4.9549,0.8114,11.5,-5.1283,4,1 0 0 0 0 0,8.8939,,,,,,,,,-22.621,,,0,,-10.1069,,,6.121,,14.4176,,,8.8939,,,,QC'd by Bio Vision
4859,363680893,54674134,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390417-03/222283772,,Inactive,,,0,,-7.55,2.3531,0.8118,3.5,-20.3284,4,0 0 0 0 0,-2.3516,,,,,,,,,-14.0236,,,2.0355,,,,,4.3082,,7.868,,,-2.3516,,,,QC'd by Glixx
4860,363680894,6398883,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390423-01/222284407,,Inactive,,,0,,-5.65,1.8508,0.9608,21.5,3.5,4,0 0 0 0 0,19.8362,,,,,,,,,5.073,,,2.449,,,,,12.2496,,23.155,,,19.8362,,,,QC'd by Bio Vision
4861,363680895,3634442,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390443-01/222281589,,Inactive,,,0,,,,,0,0,4,,-5.4908,,,,,,,,,0,,,0,,0,,,-5.2529,,-1.1984,,,-5.4908,,,,QC'd by Bio Vision
4862,363680896,20937276,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390447-01/222280620,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,0,,0,,,-4.0622,,0,,,0,,,,QC'd by Bio Vision
4863,363680897,712934,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390451-01/222281044,,Inactive,,,0,,-6.1,4.9549,0.3551,-15.2054,-1,4,0 0 0 0 0 1,-0.2585,,,,,,,,,-3.6059,,,0,,0,,,-29.7545,,-0.9303,,,-0.2585,,,,QC'd by Bio Vision
4864,363680898,976980,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390454-01/222281270,,Inactive,,,0,,-6.6,4.9549,0.7471,0.5,18,4,0 0 0 0 0 0,0.0324,,,,,,,,,10.0136,,,25.8819,,0,,,2.5518,,0,,,0.0324,,,,QC'd by Bio Vision
4865,363680899,6445226,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390544-02/222280366,,Inactive,,,0,,-5.4,4.9549,0.8738,-19.5702,0.5,4,0 0 0 0 0 0,-13.5858,,,,,,,,,0,,,0,,0,,,0,,-25.4751,,,-13.5858,,,,QC'd by MedChem Express
4866,363680900,44556162,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390549-01/222280185,,Inactive,,,0,,-5.4,4.9549,1,-18.5646,0,4,0 0 0 0 0 1,0,,,,,,,,0,,,0,,0,,,0,,-15.8872,,,0,,,,,QC'd by MedChem Express
4867,363680901,53240420,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390552-01/222280475,,Inactive,,,0,,-5.15,4.9549,0.9312,16.5,2,4,0 0 0 0 0 0,16.4263,,,,,,,,,0,,,5.0941,,2.8593,,,0,,14.9536,,,16.4263,,,,QC'd by MedChem Express
4868,363680902,24797387,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390557-01/222280862,,Inactive,,,0,,-6.6,4.9549,0.8272,3,-16.6724,4,0 0 0 0 0 1,-13.9253,,,,,,,,,-10.2702,,,-23.477,,3.4748,,,2.5085,,1.5553,,,-13.9253,,,,QC'd by MedChem Express
4869,363680903,42628503,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390558-01/222283991,,Activator,25.1189,511.606,0,Partial curve; high efficacy,-4.6,1.7529,0.9994,519.9869,8.3809,2.1,0 0 0 0 0,420.7014,,,,,,,,,1.6578,,,7.0511,,,,,20.8659,,113.2786,,,420.7014,,,,QC'd by MedChem Express
4870,363680905,25235170,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390563-01/222283425,,Inactive,,,0,,,,,0,0,4,,-5.4933,,,,,,,,,-0.3914,,,0,,,,,0,,-7.8123,,,-5.4933,,,,QC'd by MedChem Express
4871,363680906,72949858,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390566-03/222280546,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,-2.3732,,,0,,-5.3955,,,-3.8789,,-4.7381,,,0,,,,QC'd by Glixx
4872,363680907,24956525,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390567-01/222281110,,Inactive,,,0,,-6.1,4.9549,0.4808,-14.1306,0,4,0 0 0 0 0 0,-18.8767,,,,,,,,,0,,,-0.5229,,0,,,-23.8589,,0,,,-18.8767,,,,QC'd by MedChem Express
4873,363680908,6451149,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390569-01/222280954,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,4.4942,,0,,,0,,2.1296,,,0,,,,QC'd by MedChem Express
4874,363680909,53302361,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390570-01/222283298,,Activator,31.6228,661.8075,0,Partial curve; high efficacy,-4.5,2.2481,0.9969,683.6133,21.8058,2.1,0 0 0 0 0,545.1462,,,,,,,,,0,,,30.8596,,,,,33.5825,,80.7468,,,545.1462,,,,QC'd by MedChem Express
4875,363680910,11192346,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390572-01/222280617,,Inactive,,,0,,-5.15,4.9549,0.9999,19,0,4,0 0 0 0 0 1,0,,,,,,,,,0,,,0,,0,,,0,,17.2425,,,0,,,,QC'd by MedChem Express
4876,363680911,25134625,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390574-01/222281296,,Activator,11.2202,45.7642,0,Partial curve; partial efficacy,-4.95,1.0693,0.9605,49.5805,3.8163,2.2,0 0 0 0 0 0,43.2162,,,,,,,,,6.7269,,,7.763,,1.3793,,,13.6734,,25.263,,,43.2162,,,,QC'd by MedChem Express
4877,363680915,56655374,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390583-01/222284166,,Activator,39.8107,230.766,0,Single point of activity,-4.4,4.9549,0.9923,226.6518,-4.1143,3,0 0 0 0 0,193.7195,,,,,,,,,0,,,0,,,,,0,,-17.5105,,,193.7195,,,,QC'd by MedChem Express
4878,363680916,16063245,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390586-01/222281385,,Inactive,,,0,,-7,1.0693,0.8339,6,-9.6854,4,0 0 0 0 0 0,7.47,,,,,,,,,-8.0712,,,0,,-0.3961,,,7.804,,4.3019,,,7.47,,,,QC'd by MedChem Express
4879,363680917,67960134,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390587-01/222280718,,Inactive,,,0,,-4.85,4.045,0.509,-0.3668,17,4,0 0 0 0 0 0,-0.3057,,,,,,,,,7.6393,,,12.7125,,27.8516,,,18.8793,,11.9564,,,-0.3057,,,,QC'd by MedChem Express
4880,363680918,71712226,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390589-01/222280810,,Activator,0.2818,21,0,Complete curve; partial efficacy; poor fit,-6.55,3.2975,0.976,22,1,1.4,0 0 0 0 0 0,19.3624,,,,,,,,,0,,,2.9451,,18.0995,,,22.6827,,23.4017,,,19.3624,,,,QC'd by MedChem Express
4881,363680919,73388374,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390592-01/222284499,,Inactive,,,0,,-6.85,1.4232,0.7726,4,25,4,0 0 0 0 1,11.3344,,,,,,,,,23.6187,,,18.0846,,,,,0.5296,,11.283,,,11.3344,,,,QC'd by MedChem Express
4882,363680920,24884503,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390594-01/222281126,,Activator,28.1838,855.3174,0,Partial curve; high efficacy,-4.55,2.3031,0.9949,881.2811,25.9637,2.1,0 0 0 0 0 0,741.8191,,,,,,,,,19.5195,,,0,,19.0537,,,65.2969,,115.9658,,,741.8191,,,,QC'd by MedChem Express
4883,363680921,9870652,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390600-01/222281037,,Inactive,,,0,,,,,0,0,4,,11.721,,,,,,,,,10.8411,,,6.5281,,0,,,3.9144,,11.2019,,,11.721,,,,QC'd by MedChem Express
4884,363680922,24882686,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390601-01/222280958,,Inactive,,,0,,-6.15,4.9549,0.33,14.5,-0.5,4,1 0 0 0 0 1,0,,,,,,,,,24.8462,,,0,,0,,,29.5512,,0,,,0,,,,QC'd by MedChem Express
4885,363680923,9935681,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390603-01/222279988,,Inactive,,,0,,-4.35,4.9549,0.5372,8.5,20,4,0 0 0 0 0 0,10.9672,,,,,,,,,16.2187,,,16.8222,,22.6057,,,19.567,,25.4162,,,10.9672,,,,QC'd by MedChem Express
4886,363680924,89696514,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390604-01/222280054,,Inactive,,,0,,-5.1,4.9549,0.8413,-3,19,4,0 0 0 0 0 1,15.5559,,,,,,,,,13.2725,,,18.3654,,22.4461,,,22.0692,,0,,,15.5559,,,,QC'd by MedChem Express
4887,363680926,10458325,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390607-01/222283590,,Activator,39.8107,270.92,0,Single point of activity,-4.4,4.9549,0.9985,268.8627,-2.0573,3,0 0 0 0 0,229.7972,,,,,,,,,0,,,0,,,,,0,,-8.6697,,,229.7972,,,,QC'd by MedChem Express
4888,363680928,44252884,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390608-01/222283198,,Activator,10,16.6137,0,Complete curve; partial efficacy; poor fit,-5,3.9295,0.8242,39.6137,23,1.4,0 0 0 0 0,40.1264,,,,,,,,,22.3594,,,28.5037,,,,,18.5657,,32.908,,,40.1264,,,,QC'd by MedChem Express
4889,363680929,14479846,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390609-01/222280118,,Inactive,,,0,,-4.75,4.9549,0.7186,0,11,4,0 0 0 0 0 0,0,,,,,,,,,8.6441,,,10.5803,,8.1496,,,15.8631,,9.9747,,,0,,,,QC'd by MedChem Express
4890,363680930,57826797,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390611-01/222281507,,Activator,31.6228,432.8003,0,Partial curve; high efficacy,-4.5,1.9887,0.997,440.2623,7.462,2.1,0 0 0 0 0 0,338.1431,,,,,,,,,7.8203,,,7.5791,,-5.2274,,,19.8225,,59.6114,,,338.1431,,,,QC'd by MedChem Express
4891,363680931,78357871,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390616-01/222280928,,Inactive,,,0,,-4.4,4.9549,0.8504,21.5,1.5,4,0 0 0 0 0 0,18.5325,,,,,,,,,0,,,0,,7.308,,,0,,0,,,18.5325,,,,QC'd by MedChem Express
4892,363680932,73425588,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390618-01/222280988,,Activator,17.7828,134.7017,0,Partial curve; high efficacy,-4.75,1.9673,0.99,152.7203,18.0186,2.1,0 0 0 0 0 0,141.4076,,,,,,,,,23.9749,,,15.1815,,12.7036,,,26.3089,,54.1506,,,141.4076,,,,QC'd by MedChem Express
4893,363680933,9912743,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390619-01/222279655,,Inactive,,,0,,-5.45,4.9549,0.7929,2.5,20.5,4,0 0 0 0 0 0,5.3076,,,,,,,,,13.8212,,,20.1911,,27.3345,,,18.7735,,0,,,5.3076,,,,QC'd by MedChem Express
4894,363680935,204108,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390625-01/222280902,,Inactive,,,0,,-4.4,3.99,0.9321,-27.0645,-1.5,4,0 0 0 0 0 0,-22.1371,,,,,,,,,-3.5869,,,0,,-5.1823,,,0,,0,,,-22.1371,,,,QC'd by MedChem Express
4895,363680936,448201,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390626-01/222279677,,Activator,22.3872,107.1469,0,Partial curve; high efficacy,-4.65,1.7529,0.9954,98.6886,-8.4583,2.1,0 0 0 0 0 0,81.1932,,,,,,,,,-10.0099,,,-10.7985,,-3.7495,,,-7.0613,,16.9966,,,81.1932,,,,QC'd by MedChem Express
4896,363680937,51049969,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390629-01/222283166,,Inactive,,,0,,-4.35,4.9549,0.9617,22,8,4,0 0 0 0 0,18.9799,,,,,,,,,9.3969,,,8.0688,,,,,7.0981,,6.9401,,,18.9799,,,,QC'd by MedChem Express
4897,363680938,92044410,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390630-01/222281172,,Inactive,,,0,,-6.7,4.9549,0.7461,-13.3373,-2,4,0 0 0 0 0 0,-14.9033,,,,,,,,,-4.9821,,,0,,-16.9478,,,-12.1692,,-8.9066,,,-14.9033,,,,QC'd by MedChem Express
4898,363680939,70678916,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390632-01/222280580,,Inactive,,,0,,-5,4.9549,0.6122,8,-14.282,4,0 0 0 0 0 0,7.8944,,,,,,,,,-15.5414,,,-0.1785,,-23.985,,,-17.9518,,0.3016,,,7.8944,,,,QC'd by MedChem Express
4899,363680940,78357764,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390634-01/222283815,,Activator,2.8184,20.4813,0,Complete curve; partial efficacy; poor fit,-5.55,3.99,0.8879,31.9813,11.5,1.4,1 0 0 0 0,27.5484,,,,,,,,,34.4764,,,11.5917,,,,,17.3147,,36.5145,,,27.5484,,,,QC'd by MedChem Express
4900,363680941,90462972,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390636-01/222280399,,Inactive,,,0,,-5.3,4.9549,0.9942,-19.7558,-0.5,4,0 0 0 0 0 0,-19.2957,,,,,,,,,-1.4149,,,0,,0,,,0,,-20.2131,,,-19.2957,,,,QC'd by MedChem Express
4901,363680942,11517980,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390637-02/222281427,,Inactive,,,0,,,,,0,0,4,,-3.3937,,,,,,,,,-3.4899,,,-2.231,,-9.2341,,,-7.7183,,-4.4566,,,-3.3937,,,,QC'd by Glixx
4902,363680943,78358313,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390638-01/222281643,,Activator,22.3872,138.9704,0,Partial curve; high efficacy,-4.65,1.7529,0.9883,132.7065,-6.2639,2.1,1 0 0 0 0 0,110.0386,,,,,,,,,-22.5381,,,-0.2455,,-14.5652,,,-0.5858,,25.9433,,,110.0386,,,,QC'd by MedChem Express
4903,363680944,66561902,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390639-01/222281094,,Inactive,,,0,,-5.55,3.99,0.888,20,-3.3191,4,1 0 0 0 0 0,15.1791,,,,,,,,,-23.0237,,,0,,-6.0992,,,3.4074,,25.281,,,15.1791,,,,QC'd by MedChem Express
4904,363680945,71588800,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390640-01/222279682,,Inactive,,,0,,-5.6,1.0693,0.7926,-16.6401,-2,4,0 0 0 0 0 1,0,,,,,,,,,0,,,-3.4292,,-7.704,,,-6.1945,,-15.5334,,,0,,,,QC'd by MedChem Express
4905,363680946,60076305,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390641-01/222281365,,Inactive,,,0,,-6.35,3.0654,0.595,23.5,4,4,0 0 0 0 0 1,11.238,,,,,,,,,10.0522,,,0,,13.8645,,,33.0195,,14.2501,,,11.238,,,,QC'd by MedChem Express
4906,363680947,9889366,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390642-01/222280371,,Inactive,,,0,,-4.7,1.3987,0.6567,6,-12.9638,4,0 0 0 0 0 0,2.9635,,,,,,,,,-13.327,,,-6.5006,,-20.3865,,,-9.7862,,-7.1869,,,2.9635,,,,QC'd by MedChem Express
4907,363680948,46700756,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390643-02/222283211,,Inactive,,,0,,-4.4,4.9549,0.4638,-2,12.5,4,0 0 0 0 0,0,,,,,,,,,12.5646,,,16.3275,,,,,2.7938,,18.6665,,,0,,,,QC'd by Glixx
4908,363680949,71558939,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390644-02/222280788,,Activator,6.3096,54.8584,0,Single point of activity,-5.2,4.9549,0.9994,55.1075,0.2491,3,1 0 0 0 0 1,0,,,,,,,,,36.8787,,,1.089,,0,,,0,,52.509,,,0,,,,QC'd by Glixx
4909,363680950,73442743,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390645-01/222281261,,Inactive,,,0,,-6.4,2.4064,0.802,18.5,-0.5,4,1 0 0 0 0 0,21.3366,,,,,,,,,21.7068,,,0,,10.4389,,,21.9895,,11.9617,,,21.3366,,,,QC'd by MedChem Express
4910,363680951,6918485,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390646-01/222279867,,Inactive,,,0,,-4.75,2.0479,0.9996,20.5,0,4,0 0 0 0 0 0,18.8918,,,,,,,,,0,,,0,,0,,,0,,5.8824,,,18.8918,,,,QC'd by MedChem Express
4911,363680952,49836057,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390647-01/222280347,,Inactive,,,0,,-5.05,4.9549,0.4518,-3,20,4,0 0 0 0 0 1,11.4321,,,,,,,,,27.7511,,,21.271,,5.3527,,,24.7106,,2.2483,,,11.4321,,,,QC'd by MedChem Express
4912,363680953,135454904,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390649-01/222283530,,Activator,19.9526,50.3248,0,Partial curve; partial efficacy,-4.7,2.0479,0.9881,74.9826,24.6579,2.2,0 0 0 0 0,69.4284,,,,,,,,,25.1439,,,27.7066,,,,,22.4109,,36.6987,,,69.4284,,,,QC'd by MedChem Express
